Sl no,Tweets,Search key,Feeling
8410," #72: @NIHR Moorfields BRC ed ""Barts and the London School of Medicine is undertaking a review of the curriculum for medical students, they need @Moorfields patients help them do this. Find out more https://t.co/nJvOeLyu60 https://t.co/5d0jGZD2up""",help,happy
8411," #73: @‎⍟‎it’s me🕸whale ‎‎⎊‎‎ ed ""RT @negansloki: peter’s gonna help him cross the road https://t.co/UyL6MdKY1A""",help,happy
8412," #74: @Pope Francis ed ""Virgin of the #HolyRosary, help us to be of one heart and one soul, a holy people journeying toward our Heavenly home.""",help,happy
8413," #75: @Alberto Alonso Marcos ed ""Demetrio Aiello, Head of AI and #Robotics, Continental talks about applications in the #mobility domain which are built with the help of #AI. Listen here: https://t.co/L4zPqZmkZQ""",help,happy
8414," #76: @BombayTimes ed ""#Soy protein effects low-density lipoprotein (LDL) cholesterol known as ""bad cholesterol"" via @MissKyra12 https://t.co/UpUPMk45L2""",help,happy
8415," #77: @Barnsley FC ed ""🥳 | Help us paint the town Red TODAY as Daniel Stendel and his squad are set to celebrate promotion to the @SkyBetChamp! 🚌 Open top bus parade🏛️ Town Hall welcome ➡️ https://t.co/h59StkwAlw#YouReds | #WeAreGoingUp https://t.co/cH9PB8Hinp""",help,happy
8416," #78: @SFCS ed ""SFCS is seeking new #trustees! Are you looking for a voluntary role that will suit your skills and expertise? We're especially keen to speak to anyone with Fundraising or Finance experience. If you're interested, you'll find more info here: https://t.co/PTmuC6doGZ #charity https://t.co/qKrh0vPQBM""",help,happy
8417," #79: @NHS Wales e-Library for Health ed ""Weithwyr a deiliaid contract #GIGCymru, mae angen eich help ar yr e-Lyfrgell! Rydym yn cynnal Profion Defnyddioldeb Cronfeydd Data Rheoli Gofal Iechyd ar 1-29 Mai – cymerwch ran! Ewch i  https://t.co/TN7oxjlWO4  https://t.co/60Ei09xqYf  i ddysgu mwy @NWISupdates @WelshHealthLib https://t.co/xhlajZqnPU""",help,happy
8418," #80: @The Sports Technology Awards Group ed """"Technology is a game changer"" for @aimee_fuller How can #sportstech help you?Learn more about the 2019 winners at #YSTA19 👉 https://t.co/YA1LJ1HSK5 https://t.co/PGIymk19it""",help,happy
8419," #1: @thor⚡ ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8420," #2: @I love you 3000 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8421," #3: @댑댑 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8422," #4: @lahlah ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8423," #5: @Benjamin Rupracht ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8424," #6: @NOT Morten Harket ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8425," #7: @Lhays❣️♥️❤️💖 ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8426," #8: @I'm not crying. ed ""RT @Yusura992: Esto solo es un sketch, no se si lo pasaré a limpio por la sadness... Es un retrato de @LynxReviewer con Octavo al lado... #…""",sadness,sad
8427," #9: @Jesutofunmi ed ""RT @jesssra: Bad things do happen; how I respond to them defines my character and the quality of my life. I can choose to sit in perpetual…""",sadness,sad
8428," #10: @undertaker | no.1 xeven stan ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8429," #11: @Linoy 🌐 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8430," #12: @maycee 🎳 ed ""You ever have that kind of sadness that you can’t even explain?""",sadness,sad
8431," #13: @Jhen Lañgi ✮ TeamAngel 😇 ed ""@143redangel “Life has knocked me down a few times, it showed me things I never wanted to see. I experienced sadness and failures. But one thing for sure, I always get up.”Kaya lagot kayo pag si Rhian talaga nakawala!Angel Locsin Rhian @143redangel#TGDNatuklasan""",sadness,sad
8432," #14: @Aaron James ed ""RT @rachalseibel: 7 things to remember1) All positivity in, all negativity out2) Opinions do not define your reality3) Everyone's journ…""",sadness,sad
8433," #15: @Pitta ed ""I know it’s a dead horse but I always wonder if people moaning about ‘high prices’ in premium AppStore games (high as less than 10 dollars for something that will be played in the hundreds of games figure) has ever worked in their life and made a living out of it. Sadness.""",sadness,sad
8434," #16: @Rhona Mae V. Collado ed ""RT @genyyyyyyyy_: How to end this sadness? : (""",sadness,sad
8435," #17: @Y.R. 只想躺在被窩🌈 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8436," #18: @IV ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8437," #19: @✨BigGlowyBitch✨ ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8438," #20: @mangisheart💜💋 ed ""RT @btsjimin03II_: bts have always been my sweetest escape from all my worries & sadness. whenever i am down and not in my usual mood, list…""",sadness,sad
8439," #21: @BRIWOLF ed ""Lana Del Rey - Summertime Sadness (Malato Remix) (INFINITY) #enjoybeauty https://t.co/Mkp84D7z7i via @YouTube""",sadness,sad
8440," #22: @Charlotte Hill ed ""RT @YopeyCharity: 2-minute film about about 14-15 year-old schoolchildren visiting a local care home as YOPEY Befrienders https://t.co/1zLw…""",sadness,sad
8441," #23: @Fizza ed ""RT @livingmirinae: I still can't get over Jonathan's ending. For some reason he got to me the most, I just feel that maybe if we did have m…""",sadness,sad
8442," #24: @losyl ed ""sadness :((((((((""",sadness,sad
8443," #25: @Kay ☕️ ed ""RT @dcsheriff: It is with extreme sadness that we can confirm that 1 student at the STEM School was killed in today’s #stemshooting inciden…""",sadness,sad
8444," #26: @かおん ed ""RT @Rod_Lin: つかさ社長に声を #桐生つかさ #アイドルマスターシンデレラガールズ #スターライトステージ #第8回シンデレラガール総選挙 https://t.co/eJvkbRO2i5 https://t.co/xrZezw6i8P""",sadness,sad
8445," #27: @Claire Johnson ed ""@ItsBrentLyles There is always great sadness when a life is lost but the client relationship adds another dimension. Take special care of yourself and stay strong through these difficult times. 🤗🤗🤗""",sadness,sad
8446," #28: @Plants ed ""lavendar the scientist didnt acknowledge there plant causing it to die from sadness they brought the cactus back to life by leaving it in the sun for a days they found that the plant helped their mental health so they kept watering it and giving it sunlight instead of bleach.""",sadness,sad
8447," #29: @Stefan Scherer ed ""@NativeWired I tend to get teary-eyed watching this talk. So be warned, emotional reaction/sadness most likely. Still, at the same time imo inspirational and one of the best ted-talks I know: The beauty of being a misfit  https://t.co/YcTpxwOPjI""",sadness,sad
8448," #30: @ᴊ.ᴏɴᴇ②③④⑤ ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8449," #31: @J E P✨ ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8450," #32: @notorious l.i.v ed ""last day being an ICU nurse 😅 such a weird feeling of relief and sadness""",sadness,sad
8451," #33: @The Ponce of Dubai ed ""RT @dcsheriff: It is with extreme sadness that we can confirm that 1 student at the STEM School was killed in today’s #stemshooting inciden…""",sadness,sad
8452," #34: @Abby G ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8453," #35: @Anjali B. ed ""“We must understand that sadness is an ocean, and sometimes we drown, while other days we are forced to swim.” – R.M. Drake""",sadness,sad
8454," #36: @Rama Assegaf ed ""The one who gives you happiness that you can not explain will always be a reason of your sadness that you can not explain.""",sadness,sad
8455," #37: @Jodee Taylor ed ""RT @UKinMalawi: .@DefenceHQ confirms with great sadness the death of a British soldier, Guardsman Mathew Talbot, who died in Liwonde Nation…""",sadness,sad
8456," #38: @🏳️‍🌈Breadcki!🏳️‍🌈 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8457," #39: @only ME innit ed ""RT @Talmandaniel: Many of us are doing our bit for ME awareness today but it's also tiring seeing all the sadness and reality. So, this che…""",sadness,sad
8458," #40: @Jen Teague ed ""RT @MotivatinQuotes: 7 things to remember1) All positivity in, all negativity out2) Opinions do not define your reality3) Everyone's jo…""",sadness,sad
8459," #41: @sevendioxa esperando a que me devuelvan la cuenta ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8460," #42: @Sengra Mankin Sangma ed ""RT @MotivatinQuotes: 7 things to remember1) All positivity in, all negativity out2) Opinions do not define your reality3) Everyone's jo…""",sadness,sad
8461," #43: @a tree with sunglasses ed ""@Stedilnik *sadness*""",sadness,sad
8462," #44: @Xanny ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
8463," #45: @winchi 〰 ed ""@ahsiapasa sometimes when we feel stuck in our sadness that’s our minds longing for something more than what’s in front of us. whether it’s a perspective change or physical change, or both. sometimes writing about who i am/what’s going on in my head helps a lot. you will be okay ❤️ ily""",sadness,sad
8464," #46: @mdawg ✨ ed ""Missing someone even though you’re messaging each other is some new level of cookt sadness""",sadness,sad
8465," #47: @🐼❤DTBY_Yelena🐼❤ 윌로 나 ed ""RT @montenegro_emil: #ADNTilTheEndOfTime 😘@lynieg88 @Darwaine88 @prettymai_0105 @radoc_jeana @boongaling_e @DiosaRMendoza @carl05290 Some…""",sadness,sad
8466," #48: @Derek Arthur ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8467," #49: @Soul \W/ ed ""Do you miss the sadness when it's gone?""",sadness,sad
8468," #50: @김미희 ed ""뭐 그런 새끼들이 다 있어? 왜 이제 말을 해? 다시 오기만 해 봐. 주둥이를 찢어버리게. 이상한 놈들 때문에 여자 혼자 장사도 못 하겠다.""",sadness,sad
8469," #51: @Allie Bolton ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8470," #52: @Karen Barbosa 🌻 ed ""tears of sadness gushing wt the raindrops ☺""",sadness,sad
8471," #53: @Moha ak ed ""RT @Zacks_hdj: I witnessed the sadness death of the most kindness father💔😭in the world with my eyes😭😭 Ya Allah have mercy on him🙌🏽 https://…""",sadness,sad
8472," #54: @Bella The Australian Demon ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8473," #55: @Estelle. ed ""RT @omgrichelle: my friends’ sadness is also my sadness but i’ll make u laugh when u’re down bc ily v much 🥺♥️""",sadness,sad
8474," #56: @Rosie Green ed ""RT @ElizaJScott1: BOOK BARGAIN ALERT: Two books that'll have you crying tears of laughter, happiness & sadness for under £3💕📚💗The Letter…""",sadness,sad
8475," #57: @Tim Hardy ed ""And, as for me, shall I not sing,Of the teabag, in the cup, that burst?Swirling brown grit in a tiny vortex,Sadness and no coffee in the house.""",sadness,sad
8476," #58: @i have?? a job??? 🐬🖥 ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8477," #59: @➺ ᕕ( ᐛ )ᕗ ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…""",sadness,sad
8478," #60: @김미희 ed ""RT @an0th3rchi1d: 그건 원래 알고 있던 사실이고. 짜증나게 발정난 개새끼 마냥 더러운 말 했거든? 이러고도 그냥 무시해? 엄마 같으면 넘어가?""",sadness,sad
