,usuario,texto,depressao,texto_traduzido
1145,Amandinhocha,"a pessoa fura a quarentena, e ainda posta foto 😍😍😍",1,"the person punctures the quarantine, and even posts a photo 😍😍😍"
1146,sbco_oficial,"Tb é necessário que pais e responsáveis fiquem atentos a #sintomas como:
Fadiga
Mudanças de humor
Sangramentos e hematomas
Tosse persistente e falta de ar
Inchaços e dores abdominais
Aparição de caroços, que podem ou não ser acompanhados de febre, dores ou sinais de infecção",0,"It is also necessary that parents and guardians pay attention to #symptoms such as:
Fatigue
Mood swings
Bleeding and bruising
Persistent cough and shortness of breath
Abdominal swelling and pain
Lumps appearing, which may or may not be accompanied by fever, pain or signs of infection"
1147,urreagolden,"acho tão retardado colocarem 

vácuo = priorzete/ bolsonarista/ eu triste 

é tão ???????",1,"I think it's so retarded

vacuum = priorzete / bolsonarista / eu triste

is so ???????"
1148,gghjrje,ainda bem que a vacina chegou no deco,1,thankfully the vaccine arrived in the deco
1149,lentissia,prezados favor manter conteudo na timeline essencialmente humoristico..... estou tentando ignorar o fato de que tenho depressao,1,dear please keep content on the timeline essentially humorous ..... i'm trying to ignore the fact that i have depression
1150,flowersnyou_,o bryan perdendo tudo cmg imitando o barulho que o fiddle faz quando ulta,1,bryan losing everything cmg imitating the noise that the fiddle makes when ulta
1151,achrystinaoc,Ai as bookstan me irrita com essa mania de se achar superior a todo mundo,1,Oh the bookstan irritates me with this mania to think of yourself as superior to everyone
1152,Dandaodofloow,"Finalmente sai com a gata ontem e foi aquela felicidade, esqueci até de dar boa noite e bom dia. Cabeça tava na lua.

E até agora não a tirei da mente, será que é amor ou fogo no rabo? Veremos nos próximos capítulos

Invistam no amor, mas não no amor dos outros. Tenha um pra vc.",0,"Finally I went out with the cat yesterday and it was that happiness, I even forgot to say good night and good morning. Head was on the moon.

And so far I haven't got it out of my mind, is it love or fire in the tail? We will see in the next chapters

Invest in love, but not in the love of others. Have one for you."
1153,_alexandromotta,"Há anos atrás aprendi uma coisa com o pastor Acácio, ele sempre dizia.. “seu melhor amigo tem outro melhor amigo que não é vc” não coloque expectativas dms em pessoas. Nunca fez tanto sentido!",1,"Years ago I learned something from Pastor Acácio, he always said .. ""your best friend has another best friend who is not you"" do not put dms expectations on people. It never made so much sense!"
1154,MATHEUS_YURIII,"Se inicia o mês de setembro e dois anos depois tenho coragem de falar abertamente em uma rede social sobre o que passei a dois anos atrás por conta da depressão.
Quero começar lembrando que tive que se tornar um adulto aos 9 anos quando meus pais se separaram.",1,"The month of September starts and two years later I have the courage to speak openly on a social network about what I went through two years ago because of depression.
I want to start by remembering that I had to become an adult at 9 when my parents separated."
1155,yunhomins,meu deus do ceu https://t.co/3LIIwwdltc,1,my god of the sky https://t.co/3LIIwwdltc
1156,hadassa_rebecah,"oq me deixa mais revoltada , é q minha mãe viu a última vez o quão mal eu tava ,eu falando q iria me suicidar e a única coisa q ela fez foi oq ? Não me ajudar e mais uma vez demonstrar q tá pouco se fudendo ,até pq  a minha foto é mentira e ""drama"" e a dos outros é verdade né?.",1,"what makes me more disgusted, is that my mother saw the last time how bad I was, me saying I was going to commit suicide and the only thing she did was what? Do not help me and once again demonstrate that you are not fucking much, even because my photo is a lie and ""drama"" and that of others is true, right ?."
1157,vitouseless,meu deus quem colocou thread disso na tml eu ia falar brincando que tenho depressao gravissima de meme mas acabou que me deixou realmente Mal dps de ver pelo amor de deus,0,my god who put this thread in the tml i was going to talk jokingly that i have a very serious depression of meme but it ended up that really left me dps to see for god's sake
1158,analuclevelares,"Cara, que dia foi esse?
Jesus me pegou na curva bonito.
Só lembro de sentir meu corpo flutuando enquanto minha amiga profetizava sobre a minha vida.
Que culto!!!
Eu sou tão grata por cada momento que eu passo naquele lugar.
Tenho muita certeza que aquela igreja é o meu lugar.",1,"Dude, what day was that?
Jesus caught me on the beautiful curve.
I just remember feeling my body floating while my friend prophesied about my life.
What a cult !!!
I am so grateful for every moment that I spend in that place.
I am very sure that that church is my place."
1159,SaturnDiesThin,"Sofri bullying por ser gordinha, ter espinha e ter um estilo diferente 

Na época de R3st4rt meu estilo era do Ev4n3scence / 4vr1l L4vign3 https://t.co/SQ8j5gqiud",1,"I suffered bullying for being chubby, having pimple and having a different style

At the time of R3st4rt my style was Ev4n3scence / 4vr1l L4vign3 https://t.co/SQ8j5gqiud"
1160,itsgabriellis,"Acho que vou aderir a máscara pós pandemia porque adorei ter algo que esconde meu papinho e minhas olheiras (eu uso quase no olho, tipo o borsalino)",1,"I think I'm going to adhere to the post-pandemic mask because I loved having something that hides my puffiness and my dark circles (I use it almost in the eye, like the borsalino)"
1161,vitouseless,nem fodendo que eu vo volta nos episodio anterior pra ve quem sao esses maluco aki slk tenho Depressao Gravissima super Avancada nem fodeno que vo volta pra ve quem sao esses cara phodase 🍃💯,0,neither fucking that I go back in the previous episode to see who these crazy aki slk are I have super advanced Gravissima Depression nor fuck that I go back to see who these guy phodase are 🍃💯
1162,sarabyonce,"Tava vendo sobre pessoas que se auto diagnosticam, e lembrei de um ""amigo"" (le-se cuzão) que falava que eu que era negativa e que ele tambem tinha ansiedade e curava só com corrida, sendo que ele nunca nem marcou um psiquiatra e eu tenho ansiedade e depressao diagnosticada",1,"I was seeing about people who diagnose themselves, and I remembered a ""friend"" (read asshole) who said that I was negative and that he also had anxiety and healed only with running, being that he never even marked a psychiatrist and I have anxiety and depression diagnosed"
1163,refugioemcrise,Tento conversar sobre minha tentativa de suicidio e leio um “vc sabe que isso não resolve nada né?”,1,I try to talk about my suicide attempt and read a “you know it doesn't solve anything right?”
1164,ExAnaPaula,Ele é a melhor pessoa que já me aconteceu,1,He's the best person that ever happened to me
1165,prps_merchan,"#SetembroAmarelo 
Quando as crises depressivas vinham com tudo, comecei a ter pequenos lapsos de comportamento autolesivo.

Comportamento Autolesivo são ações que produzem dano físico ao próprio indivíduo, porém sem intenção de morrer.",1,"#SeptemberYellow
When depressive crises came, I started having small lapses of self-injurious behavior.

Self-injurious behavior are actions that produce physical damage to the individual, but with no intention of dying."
1166,prefiroana,Mano eu não consigo me sentir parte de nada q inferno...,1,I can't feel part of anything q hell ...
1167,aprilrudgate,tenho uma teoria q diz que  o q trata minha depressão eh o ibuprofeno não o antidepressiv,1,"I have a theory that says that what treats my depression is ibuprofen, not antidepressant"
1168,bavier,"Flordelis é mais uma pilantra Neopentec hipócrita! 

#flordelispresa",0,"Flordelis is another hypocritical Neopentec rascal!

#flordelispresa"
1169,alan4lemos,"Eu morro de vergonha de falar que tenho depressão, porque meio que virou um clichê adolescente que ninguém leva à sério",1,"I am ashamed to say that I have depression, because it kind of became a teenage cliché that nobody takes seriously"
1170,prps_merchan,"#SetembroAmarelo 
Preciso fazer uma confissão para você, que sofre com depressão, ansiedade, bipolaridade ou outras patologias mentais. Em 2018, fui diagnosticada com Transtorno Depressivo Maior devido a traumas emocionais.",1,"#SeptemberYellow
I need to make a confession for you, who suffer from depression, anxiety, bipolar disorder or other mental disorders. In 2018, I was diagnosed with Major Depressive Disorder due to emotional trauma."
1171,Doctrina_Educa,"Você sabe qual a diferença entre medicina alternativa e medicina integrativa? Qual a mais indicada para o tratamento da ansiedade e da depressão? 

Venha conversar com a Dra. Regina Chamon e outras profissionais de saúde sobre “Ansiedade e Depressão durante a Pandemia”. https://t.co/4P3Bwz87ag",0,"Do you know the difference between alternative medicine and integrative medicine? Which is the most suitable for the treatment of anxiety and depression?

Come and talk to Dr. Regina Chamon and other health professionals about “Anxiety and Depression during Pandemic”. https://t.co/4P3Bwz87ag"
1172,FoxElBigodon,Vamos de live?,1,Let's live?
1173,nusthelinchains,sair na porrada com os elaboradores da fuvest,0,go out with the fuvest developers
1174,lrafaela7,não conheço so duas qqq https://t.co/saKHcFF8NJ,1,I don't know only two qqq https://t.co/saKHcFF8NJ
1175,defenseIena,falando meu estado de saude aqui esperando q algum medico online me ofereça uma consulta e fale oq tenho (depressao),0,speaking my state of health here hoping that some online doctor will offer me a consultation and say what I have (depression)
1176,beatrishhhhhh,quero saber até onde a lei me deixa ir no quesito jogar água sem querer neles enquanto eu estiver regando minhas plantas,1,I want to know how far the law lets me go when it comes to splashing water on them while I'm watering my plants
1177,barbaraton,aí mesmo que da vontade de morrer,1,right there that the will to die
1178,znhyun,acho engraçado o fato q aq eu sou toda cadela abertamente mas irl eu nunca fui assim eu sempre tentei mudar de assunto ou falar pouco da pessoa que gostava pq eu tinha medo de passar vergonha ou de acharam graça e me zombarem sendo que?kk e + https://t.co/5RPL84tp9s,1,I find it funny that I am all a bitch openly but irl I was never like that I always tried to change the subject or talk a little about the person I liked because I was afraid to be ashamed or they found it funny and made fun of me? kk e + https://t.co/5RPL84tp9s
1179,znhyun,eu troco 😪 minha paz 🕊🕊 por um 1⃣  beijo 👄💋 seu eu troco 🤗✨ meu destino 🗣🗣 pra viver o seu 🥰🥺😍🍃 eu troco minha cama 🛏🛏 pra dormir na sua 🙈👅🌌 eu troco mil estrelas 💫⭐️✨ pra te dar lua 🌝🌚🌕 e tudo q vc quiser 🤲🤲 e se você quiser 😰😰 te dou meu ✍ sobrenome https://t.co/hX30qRBmRZ https://t.co/OicHl0NmvL,1,I exchange paz my peace 🕊🕊 for a 1⃣ kiss 👄💋 yours I exchange 🤗✨ my destiny 🗣🗣 to live your 🥰🥺😍🍃 I exchange my bed 🛏🛏 to sleep in yours 🙈👅🌌 I exchange a thousand stars 💫⭐️✨ to give you moon 🌝🌚🌕 and everything you want 🤲🤲 and if you want 😰😰 I give you my ✍ surname https://t.co/hX30qRBmRZ https://t.co/OicHl0NmvL
1180,SaturnDiesThin,"Que soninhoooo, e minha cachorra veio dormir comigo sz",1,"That soninhoooo, and my dog ​​came to sleep with me sz"
1181,azevedorar,"diagnosticado com depressão desde os 16
Se vier otario forçar a barra por causa do mês “setembro amarelo” enfia no cu vocês não ligam pra vida nenhuma, pq amanha tá xingando meio mundo aí 
Bando de arrombado",1,"diagnosed with depression since he was 16
If sucker comes to force the bar because of the month ""yellow September"" shove it up your ass, you don't care about life, because tomorrow you're cursing half the world there
Bunch of broken-in"
1182,RafaelBroly2,eu tenho depressão  ninguem liga,1,I have depression nobody cares
1183,vitoriaomena777,tenho de pré sal 🤤,1,I have pre salt 🤤
1184,emomandrake,jkkkkk vai voltar as aula no dinorah,0,jkkkkk will return to classes at dinorah
1185,defenseIena,o ruim eh que ja fui alguem muito alegre e as pessoas se acostumaram com aquela versao feliz minha ai agora que tenho depressao todo mundo ja sabe que sou capaz de sorrir isso que eh foda,0,the bad thing is that I was somebody very happy and people got used to that happy version of mine there now that I have depression everyone already knows that I am able to smile what eh fuck
